Student ID,Gender,Education,Infrastructure,PlacementSupport,FacultySupport,Events,Fees,Sport Facility,DegreeYears,Churn
5578-NKCXI,Female,Good,Good,Poor,Poor,Poor,52885,Good,4,No
1642-HMARX,Female,Good,Good,Good,Good,Good,13000,Good,4,No
3096-WPXBT,Female,Good,Good,Good,Poor,Good,13000,Good,4,No
8434-PNQZX,Female,Poor,Poor,Good,Good,Good,13000,Good,4,No
5950-AAAGJ,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
4299-OPXEJ,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
4951-UKAAQ,Female,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
9618-LFJRU,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
6693-DJWTY,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
0744-GKNGE,Female,Good,Poor,Poor,Good,Good,52885,Poor,4,No
6447-EGDIV,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1167-OYZJF,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2108-YKQTY,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
4806-DXQCE,Female,Good,Good,Good,Good,Good,13000,Good,4,No
4918-QLLIW,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
7056-IMHCC,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
4854-SSLTN,Male,Good,Good,Poor,Good,Poor,52885,Poor,4,No
5294-DMSFH,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
4837-PZTIC,Female,Good,Poor,Good,Good,Poor,13000,Poor,4,No
1625-JAIIY,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
0603-OLQDC,Male,Good,Poor,Poor,Poor,Poor,52885,Good,4,No
3272-VUHPV,Female,Poor,Good,Poor,Good,Poor,52885,Poor,4,No
4176-FXYBO,Male,Good,Good,Good,Poor,Good,13000,Good,4,No
1063-DHQJF,Male,Poor,Good,Poor,Good,Poor,52885,Poor,4,No
8663-UPDGF,Female,Good,Good,Poor,Poor,Good,52885,Poor,4,No
6719-FGEDO,Female,Good,Good,Good,Good,Good,13000,Poor,4,No
1837-YQUCE,Female,Good,Poor,Good,Good,Poor,13000,Good,4,No
2947-DOMLJ,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
4112-LUEIZ,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
0369-ZGOVK,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
4510-HIMLV,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
9919-KNPOO,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
8749-JMNKX,Male,Good,Poor,Good,Poor,Good,13000,Poor,4,Yes
7872-BAAZR,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
9391-LMANN,Male,Good,Good,Good,Poor,Poor,13000,Good,4,No
2430-USGXP,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,Yes
8174-TBVCF,Female,Good,Good,Good,Good,Good,13000,Good,4,No
1698-XFZCI,Male,Good,Good,Good,Poor,Good,13000,Good,4,No
1877-HKBQX,Female,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
4450-DLLMH,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
0428-AXXLJ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
2746-DIJLO,Female,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
5955-ERIHD,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
0917-EZOLA,Male,Poor,Good,Good,Poor,Good,13000,Good,4,Yes
3508-VLHCZ,Female,Good,Good,Good,Good,Good,13000,Good,4,No
4086-ATNFV,Female,Good,Good,Good,Poor,Poor,13000,Poor,4,No
0468-YRPXN,Male,Poor,Poor,Good,Good,Poor,13000,Good,4,No
5996-NRVXR,Male,Good,Good,Good,Good,Poor,13000,Poor,4,No
3739-YBWAB,Male,Good,Poor,Good,Poor,Poor,13000,Poor,4,No
7047-FWEYA,Female,Poor,Good,Poor,Good,Good,52885,Good,4,No
2000-MPKCA,Female,Good,Good,Good,Poor,Good,13000,Good,4,No
9762-YAQAA,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
5949-EBSQK,Male,Poor,Poor,Poor,Good,Poor,52885,Good,4,Yes
5473-KHBPS,Female,Poor,Good,Good,Poor,Good,13000,Poor,4,No
0100-DUVFC,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
5397-TUPSH,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
8950-MTZNV,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
0326-VDYXE,Female,Poor,Poor,Good,Poor,Good,13000,Good,4,No
6773-LQTVT,Female,Poor,Good,Good,Poor,Poor,13000,Poor,4,No
7274-RTAPZ,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
0436-TWFFZ,Female,Good,Poor,Good,Good,Good,13000,Good,4,No
8566-YPRGL,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0311-UNPFF,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
6609-MXJHJ,Female,Good,Good,Good,Good,Good,4000,Good,4,No
2669-OIDSD,Female,Poor,Poor,Good,Good,Poor,13000,Good,4,No
8400-WZICQ,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
3834-XUIFC,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
9576-SYUHJ,Male,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
0410-IPFTY,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
2831-EBWRN,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
9430-NKQLY,Male,Good,Good,Good,Good,Good,4000,Good,4,No
8414-MYSHR,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
0247-SLUJI,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
9402-ORRAH,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
6483-OATDN,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
1293-HHSHJ,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
4840-ORQXB,Female,Poor,Good,Good,Poor,Good,13000,Good,4,No
7599-FKVXZ,Male,Poor,Poor,Good,Good,Good,13000,Good,4,Yes
3982-DQLUS,Male,Good,Good,Poor,Poor,Good,52885,Poor,4,No
8610-ZIKJJ,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
3756-VNWDH,Male,Good,Poor,Poor,Poor,Good,52885,Good,4,No
7801-KICAO,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
7673-LPRNY,Female,Good,Poor,Good,Poor,Good,13000,Good,4,No
8229-TNIQA,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
6060-QBMGV,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7339-POGZN,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
2828-SLQPF,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
4465-VDKIQ,Female,Poor,Good,Good,Poor,Poor,13000,Poor,4,No
2921-XWDJH,Female,Good,Poor,Poor,Poor,Poor,52885,Good,4,No
6221-AVQYL,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
2558-BUOZZ,Male,Good,Good,Poor,Poor,Good,52885,Poor,4,No
9257-AZMTZ,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0003-MKNFE,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
0975-UYDTX,Female,Good,Good,Good,Good,Good,13000,Good,4,No
7743-EXURX,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
4682-BLBUC,Male,Poor,Good,Good,Good,Poor,13000,Poor,4,No
0975-VOOVL,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
5968-VXZLG,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
5569-KGJHX,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
4988-IQIGL,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
5201-FRKKS,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
9799-CAYJJ,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
7730-IUTDZ,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
0426-TIRNE,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
5443-SCMKX,Female,Poor,Good,Good,Poor,Good,13000,Good,4,No
8295-KMENE,Female,Good,Poor,Good,Good,Good,13000,Poor,4,No
6738-ISCBM,Male,Good,Poor,Good,Poor,Poor,13000,Good,4,No
9821-BESNZ,Male,Poor,Good,Poor,Good,Good,52885,Good,4,No
3678-MNGZX,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1335-NTIUC,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
2916-BQZLN,Male,Good,Poor,Good,Poor,Good,13000,Poor,4,No
4558-CGYCZ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
2368-GAKKQ,Female,Good,Good,Good,Good,Good,13000,Good,4,No
8710-YGLWG,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3199-XGZCY,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
3785-KTYSH,Male,Good,Good,Good,Good,Good,4000,Good,4,No
6814-ZPWFQ,Male,Good,Good,Good,Good,Good,4000,Good,4,No
4063-EIKNQ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6993-YCOBK,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
5206-HPJKM,Male,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
7587-RZNME,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
0748-RDGGM,Male,Good,Good,Good,Good,Poor,13000,Good,4,Yes
8393-JMVMB,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5019-GQVCR,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
6036-TTFYU,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2550-AEVRU,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
0969-RGKCU,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
0378-CJKPV,Female,Good,Good,Good,Good,Good,13000,Good,4,No
4706-AXVKM,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
5889-JTMUL,Female,Poor,Good,Good,Poor,Good,13000,Poor,4,Yes
9026-RNUJS,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
3746-EUBYR,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
2332-EFBJY,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
2880-FPNAE,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
1703-MGIAB,Female,Poor,Poor,Good,Good,Good,13000,Poor,4,No
4311-QTTAI,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
9474-PHLYD,Female,Poor,Poor,Good,Poor,Poor,13000,Good,4,Yes
4318-RAJVY,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2165-VOEGB,Female,Good,Good,Poor,Good,Poor,52885,Good,4,Yes
3612-YUNGG,Male,Poor,Good,Good,Good,Good,13000,Good,4,No
2254-DLXRI,Female,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
5062-CJJKH,Male,Poor,Good,Good,Poor,Poor,13000,Poor,4,No
9028-LIHRP,Male,Good,Good,Good,Good,Poor,13000,Poor,4,No
2219-MVUSO,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
1053-MXTTK,Female,Good,Good,Good,Good,Poor,13000,Good,4,No
1530-ZTDOZ,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
1301-LOPVR,Male,Good,Good,Good,Good,Poor,13000,Good,4,No
0853-TWRVK,Male,Good,Good,Good,Good,Good,13000,Good,4,No
8914-RBTSB,Male,Poor,Good,Good,Poor,Good,13000,Poor,4,Yes
6212-ATMLK,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
8200-LGKSR,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
1568-BEKZM,Male,Good,Good,Good,Good,Good,13000,Good,4,No
0670-ANMUU,Male,Good,Poor,Poor,Good,Good,52885,Good,4,No
6897-RWMUB,Male,Good,Good,Good,Good,Poor,13000,Poor,4,No
0963-ZBDRN,Male,Poor,Poor,Poor,Good,Poor,52885,Good,4,Yes
7594-RQHXR,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
6999-CHVCF,Male,Good,Good,Good,Poor,Good,13000,Good,4,No
6134-KWTBV,Male,Good,Good,Good,Good,Good,4000,Good,4,No
1077-HUUJM,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
6331-EWIEB,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
0895-LNKRC,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
2045-BMBTJ,Female,Good,Good,Good,Poor,Poor,13000,Good,4,No
8417-GSODA,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
5171-EPLKN,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4452-QIIEB,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
5998-VVEJY,Male,Poor,Poor,Poor,Good,Good,52885,Poor,4,Yes
1624-NALOJ,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
6741-EGCBI,Male,Good,Poor,Poor,Poor,Good,52885,Good,4,No
7820-ZYGNY,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,No
4317-VTEOA,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
9677-AVKED,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
1670-SVOWZ,Female,Poor,Good,Poor,Good,Poor,52885,Good,4,Yes
2227-JRSJX,Female,Poor,Good,Poor,Good,Poor,52885,Good,4,No
9847-HNVGP,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6696-YDAYZ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
8980-WQFWL,Female,Poor,Poor,Good,Poor,Poor,13000,Good,4,No
1730-ZMAME,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
6506-EYCNH,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
4634-JLRJT,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
9501-UKKNL,Male,Poor,Poor,Poor,Good,Poor,52885,Good,4,No
2560-QTSBS,Female,Good,Good,Good,Good,Good,4000,Good,4,No
7541-YLXCL,Male,Poor,Good,Poor,Good,Poor,52885,Good,4,Yes
4795-WRNVT,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
6080-TCMYC,Male,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
0260-ZDLGK,Female,Poor,Poor,Good,Good,Poor,13000,Good,4,Yes
7860-UXCRM,Male,Good,Good,Good,Good,Poor,13000,Poor,4,No
6357-JJPQT,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
2292-XQWSV,Male,Poor,Good,Good,Good,Poor,13000,Good,4,No
9552-TGUZV,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
5913-INRQV,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
8722-NGNBH,Male,Good,Poor,Good,Good,Poor,13000,Poor,4,Yes
6210-KBBPI,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
9643-YBLUR,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
8734-FNWVH,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
9447-YPTBX,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0133-BMFZO,Female,Good,Good,Poor,Good,Poor,52885,Poor,4,Yes
6128-CZOMY,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
9540-JYROE,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
9026-LHEVG,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
2260-USTRB,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
3656-TKRVZ,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,Yes
7011-CVEUC,Male,Poor,Poor,Poor,Good,Poor,52885,Good,4,No
6185-TASNN,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
7925-PNRGI,Female,Good,Good,Good,Good,Good,13000,Poor,4,No
8623-TMRBY,Male,Poor,Good,Good,Poor,Good,13000,Poor,4,Yes
1552-CZCLL,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
3038-PQIUY,Female,Good,Good,Good,Poor,Good,13000,Poor,4,No
1501-SGHBW,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
9313-CDOGY,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
8148-BPLZQ,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
2623-DRYAM,Female,Poor,Poor,Good,Poor,Good,13000,Good,4,No
9987-LUTYD,Female,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
3208-YPIOE,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
4488-KQFDT,Female,Poor,Good,Good,Poor,Good,13000,Good,4,No
2612-RANWT,Female,Poor,Poor,Good,Poor,Good,13000,Good,4,Yes
5693-PIPCS,Male,Poor,Good,Poor,Good,Poor,52885,Good,4,No
0491-KAPQG,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
1925-LFCZZ,Male,Poor,Poor,Good,Poor,Poor,13000,Good,4,No
8039-EQPIM,Male,Good,Poor,Good,Good,Poor,13000,Good,4,No
6900-PXRMS,Male,Poor,Good,Good,Poor,Good,13000,Good,4,Yes
8707-RMEZH,Female,Good,Good,Poor,Poor,Poor,52885,Good,4,No
3346-BRMIS,Female,Poor,Poor,Good,Poor,Poor,13000,Good,4,Yes
3209-ZPKFI,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
6479-VDGRK,Female,Good,Good,Good,Good,Poor,13000,Good,4,No
9373-WSLOY,Male,Poor,Good,Good,Good,Poor,13000,Poor,4,No
2933-FILNV,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
3569-JFODW,Female,Good,Good,Good,Good,Good,13000,Good,4,No
9819-FBNSV,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
9544-PYPSJ,Female,Poor,Good,Good,Poor,Good,13000,Good,4,No
1591-XWLGB,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0396-UKGAI,Male,Poor,Good,Poor,Good,Poor,52885,Poor,4,No
3243-ZHOHY,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
5186-EJEGL,Male,Good,Poor,Good,Good,Poor,13000,Poor,4,No
7527-QNRUS,Male,Good,Good,Good,Good,Good,4000,Good,4,No
9986-BONCE,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
2722-JMONI,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
2203-GHNWN,Female,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
3878-AVSOQ,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3258-SYSWS,Male,Good,Good,Good,Good,Good,13000,Good,4,No
5296-PSYVW,Female,Good,Good,Good,Good,Good,4000,Good,4,No
6319-QSUSR,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
4083-EUGRJ,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
7579-OOPEC,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
0512-FLFDW,Female,Poor,Poor,Good,Poor,Good,13000,Good,4,No
1771-OADNZ,Male,Poor,Good,Good,Poor,Good,13000,Good,4,Yes
0487-CRLZF,Female,Poor,Poor,Good,Good,Poor,13000,Good,4,No
2107-FBPTK,Female,Poor,Good,Good,Poor,Good,13000,Good,4,No
9451-WLYRI,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
8219-VYBVI,Male,Good,Good,Good,Good,Good,4000,Good,4,No
1991-VOPLL,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
9738-QLWTP,Male,Poor,Poor,Good,Good,Poor,13000,Poor,4,No
1016-DJTSV,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
9419-IPPBE,Female,Poor,Poor,Good,Poor,Good,13000,Good,4,No
0174-QRVVY,Male,Good,Good,Good,Good,Good,4000,Good,4,No
5699-BNCAS,Male,Good,Good,Good,Good,Good,4000,Good,4,No
2900-PHPLN,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0612-RTZZA,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
8106-GWQOK,Male,Good,Good,Poor,Good,Poor,52885,Good,4,No
8751-EDEKA,Female,Poor,Good,Good,Poor,Poor,13000,Good,4,No
6878-GGDWG,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
4039-PIMHX,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
8450-LUGUK,Female,Good,Good,Good,Good,Good,4000,Good,4,No
3604-WLABM,Female,Poor,Poor,Good,Good,Poor,13000,Poor,4,No
0795-GMVQO,Male,Good,Good,Good,Poor,Good,13000,Good,4,No
2259-OUUSZ,Male,Poor,Poor,Good,Good,Poor,13000,Poor,4,No
1142-IHLOO,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
6410-LEFEN,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
4633-MKHYU,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
6257-RJOHI,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
1545-JFUML,Male,Good,Good,Good,Poor,Good,13000,Poor,4,No
3194-ORPIK,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
7826-VVKWT,Female,Poor,Poor,Good,Poor,Poor,13000,Good,4,No
1353-GHZOS,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
2587-EKXTS,Male,Good,Good,Good,Poor,Good,13000,Good,4,No
5442-BXVND,Female,Good,Good,Good,Good,Good,4000,Good,4,No
8816-VXNZD,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
9378-FXTIZ,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
1723-HKXJQ,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
7825-GKXMW,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
9753-OYLBX,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2364-UFROM,Male,Good,Good,Poor,Good,Poor,52885,Poor,4,No
6656-JWRQX,Female,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
6473-ULUHT,Male,Good,Good,Poor,Good,Good,52885,Good,4,No
1240-KNSEZ,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
0836-SEYLU,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,Yes
4433-JCGCG,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,Yes
3716-BDVDB,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
7688-AWMDX,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
2842-BCQGE,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
7244-QWYHG,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
5899-MQZZL,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
6849-OYAMU,Male,Poor,Good,Poor,Good,Poor,52885,Good,4,Yes
5312-UXESG,Female,Poor,Poor,Good,Poor,Good,13000,Good,4,No
9488-HGMJH,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
6038-GCYEC,Female,Poor,Good,Good,Poor,Poor,13000,Good,4,Yes
2150-WLKUW,Female,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
7159-FVYPK,Female,Poor,Good,Good,Poor,Good,13000,Poor,4,No
7032-LMBHI,Female,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
1150-WFARN,Female,Good,Poor,Good,Good,Good,13000,Good,4,Yes
6088-BXMRG,Female,Poor,Good,Poor,Poor,Good,52885,Good,4,No
3144-AUDBS,Female,Poor,Poor,Poor,Good,Poor,52885,Poor,4,Yes
4821-SJHJV,Female,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
7346-MEDWM,Female,Poor,Good,Good,Poor,Good,13000,Poor,4,No
1137-DGOWI,Female,Poor,Good,Good,Good,Poor,13000,Good,4,No
5616-PRTNT,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
3812-LRZIR,Female,Good,Good,Good,Good,Good,4000,Good,4,No
4818-QIUFN,Female,Good,Poor,Poor,Poor,Good,52885,Poor,4,Yes
9483-GCPWE,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4227-OJHAL,Female,Good,Good,Good,Poor,Good,13000,Poor,4,No
9220-CXRSC,Female,Good,Poor,Poor,Good,Good,52885,Poor,4,No
4993-JCRGJ,Male,Poor,Poor,Good,Good,Good,13000,Poor,4,No
9537-JALFH,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6698-OXETB,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
2103-ZRXFN,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
3724-BSCVH,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4877-TSOFF,Female,Good,Good,Poor,Good,Good,52885,Good,4,No
9209-NWPGU,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
6961-VCPMC,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
7306-YDSOI,Male,Good,Good,Good,Poor,Poor,13000,Poor,4,No
5288-AHOUP,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
6688-UZPWD,Female,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
0655-YDGFJ,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
8468-EHYJA,Female,Good,Poor,Poor,Poor,Good,52885,Good,4,No
6823-SIDFQ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1097-FSPVW,Female,Good,Poor,Good,Poor,Poor,13000,Poor,4,No
2839-RFSQE,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
8328-SKJPoor,Male,Good,Good,Poor,Good,Poor,52885,Poor,4,No
7010-ZMVBF,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
5201-CBWYG,Male,Good,Good,Good,Good,Good,4000,Good,4,No
0968-GSIKN,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
1965-DDBWU,Male,Poor,Poor,Poor,Good,Good,52885,Good,4,Yes
9057-SIHCH,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
6352-GIGGQ,Male,Good,Good,Good,Good,Good,13000,Good,4,No
3635-QQRQD,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6771-XWBDM,Female,Poor,Good,Good,Poor,Good,13000,Good,4,Yes
2897-DOVND,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3082-YVEKW,Female,Good,Poor,Good,Good,Good,13000,Poor,4,No
0191-EQUUH,Female,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
7134-HBPBS,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
3489-HHPFY,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
2926-JEJJC,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
8601-QACRS,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
4950-BDEUX,Male,Poor,Poor,Good,Poor,Poor,13000,Good,4,No
