,Fees,DegreeYears,Churn,Gender_Female,Gender_Male,Education_Good,Education_Poor,Infrastructure_Good,Infrastructure_Poor,PlacementSupport_Good,PlacementSupport_Poor,FacultySupport_Good,FacultySupport_Poor,Events_Good,Events_Poor,Sport Facility_Good,Sport Facility_Poor
3794,13000,4,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
3795,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3796,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
3797,13000,4,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
3798,52885,4,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
3799,13000,4,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
3800,13000,4,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
3801,52885,4,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
3802,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3803,52885,4,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1
3804,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
3805,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3806,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
3807,13000,4,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
3808,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3809,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3810,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3811,52885,4,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
3812,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3813,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
3814,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3815,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
3816,13000,4,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
3817,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3818,52885,4,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
3819,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
3820,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3821,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
3822,13000,4,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
3823,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3824,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
3825,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3826,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3827,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3828,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3829,52885,4,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
3830,52885,4,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
3831,52885,4,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0
3832,52885,4,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
3833,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
3834,52885,4,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0
3835,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3836,13000,4,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
3837,13000,4,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
3838,13000,4,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
3839,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3840,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3841,52885,4,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
3842,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
3843,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3844,13000,4,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
3845,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
3846,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
3847,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3848,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
3849,13000,4,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
3850,13000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3851,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3852,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3853,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
3854,52885,4,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
3855,52885,4,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
3856,13000,4,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
3857,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3858,13000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3859,13000,4,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
3860,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3861,13000,4,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
3862,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3863,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
3864,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
3865,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3866,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3867,13000,4,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
3868,52885,4,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
3869,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
3870,13000,4,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0
3871,13000,4,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0
3872,13000,4,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
3873,52885,4,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1
3874,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
3875,13000,4,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
3876,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
3877,13000,4,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0
3878,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3879,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3880,13000,4,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
3881,52885,4,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
3882,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3883,52885,4,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
3884,52885,4,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1
3885,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
3886,52885,4,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
3887,52885,4,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
3888,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
3889,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3890,13000,4,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
3891,52885,4,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
3892,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3893,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
3894,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3895,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3896,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3897,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3898,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3899,13000,4,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
3900,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3901,13000,4,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
3902,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
3903,52885,4,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
3904,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3905,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
3906,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
3907,13000,4,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
3908,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3909,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3910,13000,4,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
3911,52885,4,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
3912,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3913,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3914,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3915,13000,4,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
3916,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3917,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3918,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
3919,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
3920,13000,4,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1
3921,13000,4,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
3922,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
3923,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
3924,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
3925,52885,4,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
3926,13000,4,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
3927,4000,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3928,13000,4,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
3929,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3930,13000,4,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
3931,52885,4,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
3932,13000,4,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1
3933,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3934,52885,4,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
3935,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3936,13000,4,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
3937,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3938,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
3939,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
3940,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3941,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3942,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3943,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3944,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3945,52885,4,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
3946,13000,4,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
3947,13000,4,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
3948,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
3949,52885,4,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
3950,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
3951,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
3952,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
3953,13000,4,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
3954,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
3955,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
3956,13000,4,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
3957,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
3958,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
3959,13000,4,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
3960,13000,4,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
3961,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
3962,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
3963,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3964,13000,4,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
3965,13000,4,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
3966,52885,4,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
3967,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3968,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3969,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3970,52885,4,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
3971,4000,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3972,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
3973,13000,4,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
3974,13000,4,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
3975,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
3976,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
3977,13000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3978,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
3979,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3980,13000,4,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
3981,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
3982,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
3983,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
3984,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3985,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
3986,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
3987,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
3988,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
3989,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
3990,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
3991,52885,4,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0
3992,13000,4,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
3993,52885,4,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
3994,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
3995,52885,4,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
3996,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
3997,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
3998,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
3999,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4000,13000,4,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
4001,13000,4,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
4002,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
4003,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4004,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
4005,4000,4,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
4006,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4007,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
4008,13000,4,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
4009,13000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4010,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4011,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4012,52885,4,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
4013,52885,4,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1
4014,13000,4,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
4015,52885,4,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
4016,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4017,13000,4,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
4018,13000,4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
4019,52885,4,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
4020,13000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4021,4000,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4022,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4023,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4024,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4025,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
4026,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
4027,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4028,13000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4029,13000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
4030,52885,4,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
4031,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
4032,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
4033,52885,4,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
4034,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4035,52885,4,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
4036,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4037,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4038,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4039,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
4040,13000,4,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
4041,13000,4,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
4042,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
4043,13000,4,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
4044,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
4045,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4046,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
4047,13000,4,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
4048,13000,4,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
4049,52885,4,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0
4050,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
4051,52885,4,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
4052,13000,4,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
4053,52885,4,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
4054,13000,4,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
4055,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
4056,52885,4,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
4057,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4058,13000,4,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1
4059,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
4060,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
4061,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
4062,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4063,13000,4,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
4064,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
4065,4000,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4066,52885,4,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
4067,52885,4,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
4068,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4069,52885,4,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
4070,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
4071,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
4072,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
4073,52885,4,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1
4074,13000,4,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0
4075,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
4076,13000,4,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
4077,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
4078,13000,4,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
4079,52885,4,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
4080,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4081,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4082,13000,4,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
4083,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
4084,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4085,52885,4,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
4086,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4087,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4088,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
4089,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
4090,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
4091,52885,4,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
4092,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4093,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
4094,52885,4,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
4095,52885,4,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
4096,13000,4,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
4097,52885,4,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
4098,4000,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4099,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
4100,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4101,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
4102,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4103,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
4104,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
4105,52885,4,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
4106,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
4107,52885,4,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
4108,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4109,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4110,52885,4,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0
4111,13000,4,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
4112,13000,4,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
4113,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4114,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4115,13000,4,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
4116,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4117,13000,4,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
4118,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
4119,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4120,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
4121,13000,4,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
4122,52885,4,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
4123,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4124,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
4125,13000,4,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1
4126,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4127,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
4128,52885,4,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
4129,13000,4,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
4130,52885,4,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
4131,4000,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4132,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4133,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
4134,13000,4,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
4135,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4136,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4137,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4138,13000,4,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
4139,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
4140,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
4141,13000,4,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
4142,52885,4,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
4143,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
4144,13000,4,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
4145,52885,4,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
4146,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
4147,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
4148,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
4149,52885,4,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
4150,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
4151,13000,4,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
4152,13000,4,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
4153,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4154,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
4155,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4156,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
4157,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
